Session_ID,Session_Date,App_ID,App_Category,Platform,User_Type,Region,Session_Duration_Minutes,Data_Usage_MB,Engagement_Score
SESS000641,2024-05-02,App_7,Productivity,Android,Premium,Europe,87.75,161.98,100
SESS000642,2024-07-08,App_6,Health & Fitness,Android,Free,North America,10.99,238.61,4
SESS000643,2024-07-15,App_2,Health & Fitness,iOS,Premium,Europe,53.76,145.02,100
SESS000644,2024-08-09,App_15,Health & Fitness,iOS,Premium,North America,33.79,117.96,86
SESS000645,2025-05-10,App_10,Entertainment,Android,Free,South America,24.64,471.7,89
SESS000646,2024-10-10,App_4,Productivity,iOS,Free,Asia,61.15,401.91,4
SESS000647,2024-10-16,App_10,Entertainment,iOS,Free,Asia,21.58,208.46,93
SESS000648,2024-04-12,App_9,Social Media,Android,Premium,Europe,89.87,6.98,4
SESS000649,2024-07-17,App_3,Social Media,Android,Free,North America,100.71,154.35,11
SESS000650,2024-10-30,App_11,Gaming,Android,Premium,Europe,1.38,79.72,42
SESS000651,2024-08-20,App_13,Social Media,iOS,Premium,North America,33.58,315.41,22
SESS000652,2025-01-04,App_9,Productivity,Android,Free,Asia,42.73,342.19,97
SESS000653,2024-07-02,App_1,Productivity,iOS,Free,South America,41.63,214.78,96
SESS000654,2024-11-05,App_12,Productivity,iOS,Free,North America,68.61,61.36,82
SESS000655,2024-01-15,App_8,Health & Fitness,iOS,Free,Asia,83.86,65.15,75
SESS000656,2024-05-09,App_12,Health & Fitness,iOS,Free,South America,68.38,141.31,11
SESS000657,2024-10-07,App_4,Productivity,iOS,Free,South America,56.1,362.52,11
SESS000658,2024-02-16,App_8,Social Media,iOS,Free,Africa,14.84,403.66,89
SESS000659,2024-02-25,App_13,Social Media,Android,Premium,Europe,11.78,432.12,25
SESS000660,2024-10-26,App_5,Gaming,Android,Free,Asia,87.82,185.1,62
SESS000661,2024-05-09,App_14,Entertainment,iOS,Premium,Europe,23.09,485.23,13
SESS000662,2025-05-17,App_12,Gaming,iOS,Free,North America,71.35,32.03,57
SESS000663,2024-04-15,App_2,Entertainment,iOS,Free,North America,115.93,223.82,69
SESS000664,2024-01-13,App_14,Social Media,Android,Premium,South America,92.24,208.79,83
SESS000665,2024-10-18,App_14,Productivity,Android,Premium,Asia,94.86,105.12,48
SESS000666,2025-04-25,App_13,Health & Fitness,Android,Free,Asia,26.89,163.44,8
SESS000667,2025-05-05,App_13,Gaming,iOS,Premium,Europe,45.57,117.1,81
SESS000668,2025-03-27,App_7,Gaming,Android,Free,Europe,10.67,436.0,96
SESS000669,2024-12-14,App_11,Social Media,Android,Premium,Asia,87.19,156.61,78
SESS000670,2024-07-07,App_8,Entertainment,Android,Premium,South America,30.36,457.91,4
SESS000671,2024-02-22,App_3,Gaming,Android,Premium,South America,100.64,486.28,93
SESS000672,2024-09-15,App_11,Entertainment,Android,Premium,South America,77.44,393.51,20
SESS000673,2025-05-04,App_5,Gaming,iOS,Free,Africa,108.28,277.72,46
SESS000674,2024-04-26,App_4,Productivity,iOS,Premium,Europe,23.74,288.82,41
SESS000675,2024-03-07,App_5,Social Media,Android,Premium,South America,90.94,165.86,49
SESS000676,2025-02-14,App_11,Entertainment,iOS,Premium,Asia,16.8,97.59,87
SESS000677,2025-05-18,App_3,Social Media,Android,Free,Africa,7.35,64.0,15
SESS000678,2024-03-16,App_12,Health & Fitness,iOS,Free,South America,85.0,161.26,65
SESS000679,2024-02-24,App_7,Social Media,Android,Free,North America,22.18,316.52,83
SESS000680,2024-06-04,App_13,Entertainment,Android,Premium,Africa,17.71,485.58,38
SESS000681,2024-06-01,App_7,Entertainment,Android,Premium,Africa,38.55,114.85,97
SESS000682,2024-11-07,App_2,Health & Fitness,iOS,Premium,Europe,27.89,296.62,38
SESS000683,2024-03-28,App_8,Health & Fitness,iOS,Premium,North America,23.4,118.89,34
SESS000684,2024-09-11,App_10,Gaming,Android,Free,Africa,106.14,409.92,21
SESS000685,2024-05-01,App_8,Entertainment,Android,Premium,Africa,22.08,244.55,11
SESS000686,2025-03-02,App_10,Social Media,iOS,Free,Europe,36.1,235.14,70
SESS000687,2024-08-19,App_7,Health & Fitness,Android,Premium,Asia,84.01,10.19,19
SESS000688,2025-01-24,App_9,Social Media,iOS,Free,Asia,32.48,255.72,77
SESS000689,2025-04-06,App_9,Health & Fitness,iOS,Free,North America,59.3,48.24,86
SESS000690,2025-03-29,App_15,Entertainment,Android,Free,Europe,69.86,375.22,74
SESS000691,2024-10-31,App_15,Health & Fitness,Android,Premium,South America,42.51,311.99,70
SESS000692,2025-03-15,App_14,Entertainment,iOS,Free,Europe,77.38,41.11,62
SESS000693,2024-11-08,App_12,Health & Fitness,iOS,Free,South America,54.51,245.72,37
SESS000694,2024-03-02,App_7,Gaming,iOS,Free,Asia,76.09,301.5,63
SESS000695,2024-04-11,App_9,Health & Fitness,Android,Free,North America,99.98,445.51,67
SESS000696,2024-07-31,App_1,Gaming,iOS,Premium,South America,5.37,479.16,99
SESS000697,2024-08-04,App_13,Gaming,Android,Premium,Asia,100.33,133.37,10
SESS000698,2024-09-27,App_6,Social Media,iOS,Free,Africa,46.9,225.02,20
SESS000699,2024-03-24,App_12,Entertainment,Android,Free,North America,65.02,388.83,23
SESS000700,2024-06-09,App_15,Health & Fitness,iOS,Free,South America,26.07,395.75,98
SESS000701,2024-09-02,App_13,Health & Fitness,Android,Premium,Europe,84.56,138.47,37
SESS000702,2024-06-26,App_9,Productivity,Android,Premium,South America,42.28,71.97,65
SESS000703,2024-03-17,App_10,Health & Fitness,Android,Free,Africa,97.5,423.96,80
SESS000704,2024-06-09,App_11,Entertainment,Android,Premium,North America,95.76,29.98,6
SESS000705,2024-01-03,App_15,Entertainment,Android,Premium,North America,25.69,123.67,41
SESS000706,2025-02-22,App_2,Health & Fitness,Android,Free,Europe,84.26,316.72,49
SESS000707,2025-04-06,App_2,Gaming,Android,Free,Europe,60.95,163.94,61
SESS000708,2025-04-26,App_13,Productivity,Android,Premium,South America,99.75,412.51,6
SESS000709,2024-10-25,App_4,Entertainment,iOS,Free,Africa,95.52,241.54,65
SESS000710,2024-02-03,App_11,Productivity,iOS,Premium,Europe,11.8,73.49,56
SESS000711,2024-08-25,App_11,Productivity,Android,Free,Africa,93.04,136.74,60
SESS000712,2024-10-22,App_6,Entertainment,Android,Premium,South America,31.73,160.36,4
SESS000713,2024-10-16,App_3,Gaming,iOS,Free,Europe,56.65,492.65,6
SESS000714,2025-04-09,App_11,Gaming,Android,Free,Asia,4.74,302.58,77
SESS000715,2024-03-13,App_10,Entertainment,iOS,Premium,Europe,14.72,268.39,7
SESS000716,2024-08-27,App_1,Health & Fitness,iOS,Free,Europe,79.34,412.16,1
SESS000717,2024-09-27,App_10,Health & Fitness,Android,Premium,Africa,23.18,323.1,85
SESS000718,2024-07-21,App_11,Productivity,iOS,Free,North America,17.64,478.88,34
SESS000719,2025-03-11,App_11,Health & Fitness,Android,Free,Asia,70.83,298.99,32
SESS000720,2024-04-27,App_11,Productivity,Android,Free,Asia,45.3,60.62,49
SESS000721,2024-08-18,App_7,Health & Fitness,iOS,Free,North America,45.97,366.84,45
SESS000722,2024-06-01,App_13,Gaming,iOS,Premium,Asia,71.02,367.88,82
SESS000723,2024-09-29,App_6,Gaming,iOS,Premium,Asia,5.03,97.87,44
SESS000724,2024-05-25,App_13,Gaming,Android,Free,Africa,84.45,399.52,12
SESS000725,2024-03-14,App_7,Health & Fitness,Android,Free,North America,75.91,141.59,47
SESS000726,2024-03-02,App_2,Productivity,iOS,Free,South America,104.45,395.46,93
SESS000727,2024-06-18,App_1,Productivity,Android,Premium,South America,1.94,211.78,67
SESS000728,2024-11-10,App_2,Gaming,Android,Free,South America,51.15,409.38,36
SESS000729,2024-10-22,App_5,Gaming,Android,Premium,South America,40.83,5.95,68
SESS000730,2025-03-25,App_4,Health & Fitness,iOS,Premium,Asia,78.1,130.86,20
SESS000731,2024-05-07,App_9,Health & Fitness,iOS,Free,Asia,12.92,72.46,52
SESS000732,2025-04-24,App_12,Productivity,iOS,Free,Africa,109.66,13.13,49
SESS000733,2024-11-07,App_9,Social Media,iOS,Free,South America,37.45,325.99,73
SESS000734,2025-02-16,App_9,Productivity,Android,Free,Africa,56.55,381.31,16
SESS000735,2024-10-05,App_10,Health & Fitness,Android,Premium,Asia,23.15,39.82,31
SESS000736,2025-05-27,App_12,Entertainment,iOS,Premium,North America,3.59,232.74,53
SESS000737,2025-05-20,App_10,Health & Fitness,Android,Premium,Europe,97.3,454.95,20
SESS000738,2025-03-24,App_4,Health & Fitness,iOS,Free,South America,55.32,74.23,35
SESS000739,2024-03-23,App_8,Entertainment,Android,Premium,South America,69.54,313.13,66
SESS000740,2024-02-10,App_6,Health & Fitness,iOS,Free,Asia,52.76,277.85,30
SESS000741,2025-03-18,App_7,Productivity,iOS,Free,Europe,48.52,297.13,42
SESS000742,2024-11-26,App_8,Entertainment,Android,Premium,Africa,100.26,379.35,48
SESS000743,2024-09-13,App_13,Social Media,iOS,Premium,Africa,31.06,54.32,85
SESS000744,2024-01-27,App_11,Health & Fitness,iOS,Premium,Europe,45.41,137.14,7
SESS000745,2024-04-03,App_10,Social Media,iOS,Premium,Africa,41.21,138.34,47
SESS000746,2024-08-22,App_12,Social Media,Android,Free,South America,81.75,353.3,40
SESS000747,2024-01-22,App_9,Entertainment,Android,Premium,South America,36.72,226.94,22
SESS000748,2024-10-02,App_3,Gaming,Android,Free,Asia,116.52,81.87,74
SESS000749,2024-02-11,App_6,Social Media,iOS,Premium,South America,105.41,64.7,49
SESS000750,2024-06-28,App_1,Social Media,Android,Premium,Asia,91.82,478.07,94
SESS000751,2025-04-26,App_8,Gaming,iOS,Free,Africa,108.2,62.4,6
SESS000752,2025-03-28,App_2,Productivity,iOS,Free,North America,61.33,433.93,71
SESS000753,2024-10-11,App_5,Gaming,Android,Free,North America,51.1,276.51,92
SESS000754,2024-07-04,App_7,Productivity,iOS,Free,North America,93.11,184.73,6
SESS000755,2025-03-22,App_15,Productivity,Android,Free,North America,114.52,157.98,81
SESS000756,2025-05-18,App_2,Gaming,iOS,Free,North America,48.69,360.39,61
SESS000757,2024-04-03,App_2,Social Media,iOS,Free,Africa,4.4,275.29,7
SESS000758,2025-04-26,App_14,Productivity,iOS,Premium,South America,61.95,314.63,53
SESS000759,2024-12-22,App_12,Gaming,Android,Premium,North America,110.76,323.34,27
SESS000760,2025-02-22,App_3,Health & Fitness,Android,Premium,South America,106.5,198.07,31
SESS000761,2024-12-07,App_6,Social Media,Android,Premium,Africa,115.86,163.64,53
SESS000762,2024-11-24,App_5,Productivity,Android,Premium,Africa,113.2,418.12,78
SESS000763,2024-04-17,App_6,Entertainment,Android,Free,North America,24.62,17.75,79
SESS000764,2024-06-13,App_8,Social Media,iOS,Free,South America,116.72,141.81,72
SESS000765,2024-12-03,App_13,Health & Fitness,Android,Free,Africa,90.47,283.03,59
SESS000766,2025-02-25,App_4,Health & Fitness,Android,Free,Africa,16.46,284.48,80
SESS000767,2025-05-22,App_9,Gaming,Android,Free,North America,40.64,441.69,46
SESS000768,2024-10-22,App_8,Health & Fitness,Android,Free,Asia,115.23,28.4,3
SESS000769,2025-02-14,App_6,Entertainment,iOS,Premium,South America,116.47,358.78,99
SESS000770,2024-02-07,App_8,Gaming,Android,Premium,Europe,37.8,66.37,80
SESS000771,2025-04-10,App_2,Health & Fitness,iOS,Premium,Europe,92.13,32.41,100
SESS000772,2024-03-31,App_8,Productivity,Android,Premium,South America,96.38,34.41,82
SESS000773,2024-11-18,App_12,Social Media,Android,Free,Africa,55.59,76.21,68
SESS000774,2024-09-15,App_12,Entertainment,Android,Free,South America,20.68,261.63,24
SESS000775,2024-11-27,App_8,Entertainment,Android,Premium,North America,1.1,470.09,17
SESS000776,2024-04-28,App_6,Entertainment,iOS,Premium,Europe,18.55,117.89,9
SESS000777,2025-02-17,App_2,Productivity,iOS,Premium,South America,106.07,377.45,8
SESS000778,2025-06-10,App_5,Health & Fitness,Android,Premium,North America,36.85,486.17,35
SESS000779,2024-01-02,App_1,Social Media,Android,Premium,Asia,10.56,169.41,7
SESS000780,2025-04-18,App_13,Social Media,Android,Free,South America,29.11,206.61,16
SESS000781,2025-02-27,App_12,Productivity,Android,Free,South America,25.2,375.55,51
SESS000782,2024-02-25,App_2,Gaming,Android,Free,South America,11.73,246.48,33
SESS000783,2024-07-11,App_1,Health & Fitness,Android,Free,North America,30.12,272.78,68
SESS000784,2025-06-14,App_14,Entertainment,iOS,Free,Asia,82.48,262.58,16
SESS000785,2025-01-05,App_6,Gaming,Android,Premium,Europe,101.63,321.09,72
SESS000786,2025-05-25,App_11,Productivity,Android,Premium,Africa,45.54,198.3,68
SESS000787,2025-03-28,App_2,Health & Fitness,Android,Free,Asia,57.8,77.91,95
SESS000788,2024-02-22,App_11,Health & Fitness,iOS,Free,Asia,42.02,411.51,1
SESS000789,2024-07-27,App_13,Health & Fitness,iOS,Free,Asia,57.03,407.27,34
SESS000790,2024-09-30,App_3,Gaming,Android,Free,Asia,82.73,224.52,81
SESS000791,2024-05-14,App_15,Gaming,iOS,Premium,South America,84.15,58.07,94
SESS000792,2024-10-21,App_12,Productivity,Android,Free,Europe,109.63,455.76,34
SESS000793,2025-03-24,App_4,Entertainment,iOS,Premium,North America,80.54,130.75,83
SESS000794,2025-05-11,App_9,Gaming,iOS,Premium,South America,99.93,120.01,23
SESS000795,2024-05-04,App_3,Social Media,iOS,Premium,North America,85.04,322.56,71
SESS000796,2024-01-30,App_9,Gaming,iOS,Premium,North America,91.8,279.06,61
SESS000797,2024-09-02,App_3,Gaming,Android,Premium,North America,12.4,26.72,64
SESS000798,2024-06-11,App_6,Health & Fitness,iOS,Premium,Europe,16.29,421.53,32
SESS000799,2024-11-14,App_9,Social Media,iOS,Premium,Asia,91.8,113.15,67
SESS000800,2024-01-15,App_7,Entertainment,Android,Free,Africa,16.89,21.68,25
SESS000801,2025-02-21,App_8,Social Media,Android,Free,Africa,93.02,109.89,49
SESS000802,2024-04-05,App_4,Entertainment,iOS,Premium,Asia,107.86,116.72,92
SESS000803,2024-08-18,App_13,Productivity,Android,Free,Asia,98.56,76.74,98
SESS000804,2024-04-26,App_7,Health & Fitness,Android,Premium,Europe,87.91,435.31,25
SESS000805,2025-04-17,App_11,Productivity,iOS,Free,Africa,51.53,250.54,68
SESS000806,2024-04-30,App_3,Gaming,iOS,Free,South America,47.87,161.81,83
SESS000807,2024-06-06,App_3,Gaming,iOS,Free,Europe,9.53,378.1,9
SESS000808,2025-05-25,App_11,Health & Fitness,iOS,Free,Africa,59.11,335.3,52
SESS000809,2024-10-25,App_11,Productivity,iOS,Premium,South America,89.11,10.12,35
SESS000810,2025-06-05,App_7,Social Media,iOS,Free,Europe,70.79,382.89,32
SESS000811,2024-10-06,App_7,Productivity,iOS,Free,Africa,27.38,246.37,20
SESS000812,2025-03-01,App_1,Entertainment,iOS,Premium,South America,73.41,334.99,87
SESS000813,2025-05-09,App_12,Gaming,iOS,Premium,North America,92.37,348.71,9
SESS000814,2025-04-28,App_10,Social Media,iOS,Premium,Africa,44.93,275.24,19
SESS000815,2024-09-06,App_15,Gaming,Android,Free,South America,41.44,20.54,90
SESS000816,2025-04-12,App_4,Productivity,iOS,Premium,Europe,98.97,295.04,52
SESS000817,2024-05-28,App_8,Health & Fitness,iOS,Free,South America,73.66,104.81,80
SESS000818,2025-01-27,App_10,Social Media,iOS,Free,Europe,90.45,291.58,87
SESS000819,2024-07-14,App_7,Health & Fitness,Android,Premium,South America,109.84,4.07,38
SESS000820,2025-06-04,App_7,Productivity,Android,Free,Asia,77.82,351.06,93
SESS000821,2024-05-19,App_1,Entertainment,Android,Free,Africa,17.43,291.0,22
SESS000822,2024-03-12,App_12,Health & Fitness,iOS,Premium,Europe,23.37,184.38,67
SESS000823,2024-10-09,App_4,Health & Fitness,Android,Free,South America,26.14,449.34,74
SESS000824,2025-02-28,App_4,Productivity,Android,Free,Europe,52.81,82.51,83
SESS000825,2024-12-14,App_5,Social Media,Android,Free,North America,41.41,106.78,86
SESS000826,2025-06-03,App_13,Productivity,Android,Premium,Europe,78.83,268.35,86
SESS000827,2024-09-30,App_12,Health & Fitness,Android,Premium,Africa,51.66,457.64,94
SESS000828,2024-01-03,App_13,Gaming,iOS,Free,North America,34.91,372.25,40
SESS000829,2024-10-16,App_13,Gaming,iOS,Premium,Africa,47.03,141.07,53
SESS000830,2024-11-01,App_2,Health & Fitness,Android,Free,South America,98.73,278.35,39
SESS000831,2025-05-16,App_10,Social Media,iOS,Free,Asia,5.14,255.68,21
SESS000832,2024-06-01,App_2,Health & Fitness,Android,Free,Africa,115.06,80.35,3
SESS000833,2025-04-02,App_13,Gaming,Android,Free,Europe,51.19,101.19,32
SESS000834,2025-05-10,App_14,Entertainment,Android,Premium,Asia,20.46,304.01,54
SESS000835,2024-12-19,App_9,Health & Fitness,iOS,Free,Europe,82.2,167.58,97
SESS000836,2024-12-06,App_3,Health & Fitness,Android,Free,North America,100.27,163.87,92
SESS000837,2025-01-21,App_6,Entertainment,Android,Premium,North America,56.33,130.54,17
SESS000838,2025-04-11,App_6,Social Media,iOS,Free,North America,10.83,60.02,48
SESS000839,2024-11-25,App_4,Productivity,Android,Premium,South America,82.64,143.05,93
SESS000840,2024-07-12,App_8,Gaming,iOS,Free,North America,13.07,14.89,93
SESS000841,2024-09-01,App_2,Gaming,Android,Free,Africa,103.63,301.88,68
SESS000842,2025-01-27,App_5,Productivity,iOS,Free,Europe,96.62,325.88,56
SESS000843,2024-08-27,App_11,Productivity,Android,Free,North America,2.45,256.15,28
SESS000844,2025-02-24,App_14,Productivity,iOS,Free,Africa,38.96,203.14,14
SESS000845,2024-02-14,App_8,Productivity,Android,Premium,Africa,69.39,92.82,40
SESS000846,2024-11-21,App_9,Gaming,iOS,Free,North America,46.69,21.31,100
SESS000847,2025-04-29,App_11,Health & Fitness,iOS,Free,Africa,55.11,402.42,33
SESS000848,2025-01-25,App_6,Health & Fitness,Android,Free,South America,58.85,371.54,11
SESS000849,2025-01-30,App_10,Entertainment,iOS,Premium,North America,115.23,437.18,60
SESS000850,2024-06-04,App_7,Health & Fitness,iOS,Free,Europe,48.8,100.47,6
SESS000851,2025-05-22,App_10,Social Media,Android,Premium,South America,92.79,285.32,50
SESS000852,2024-02-07,App_7,Social Media,Android,Free,Asia,37.05,373.76,38
SESS000853,2024-05-09,App_10,Productivity,iOS,Premium,Europe,31.78,416.55,81
SESS000854,2025-05-29,App_2,Entertainment,iOS,Premium,Europe,76.46,337.27,50
SESS000855,2024-12-05,App_6,Gaming,iOS,Free,Europe,72.83,443.38,21
SESS000856,2024-04-12,App_6,Health & Fitness,iOS,Premium,Asia,96.49,409.02,46
SESS000857,2025-03-26,App_14,Health & Fitness,Android,Premium,Europe,54.58,180.79,97
SESS000858,2024-04-12,App_8,Gaming,Android,Free,Africa,45.37,27.66,48
SESS000859,2025-04-12,App_10,Social Media,iOS,Premium,Europe,57.35,313.25,97
SESS000860,2024-01-16,App_3,Productivity,Android,Free,South America,40.87,283.64,38
SESS000861,2024-05-27,App_14,Entertainment,iOS,Free,Asia,64.67,442.25,6
SESS000862,2025-02-23,App_11,Social Media,iOS,Free,North America,44.42,126.54,24
SESS000863,2024-06-07,App_12,Entertainment,iOS,Free,Asia,94.47,255.79,52
SESS000864,2024-03-17,App_13,Productivity,Android,Free,North America,117.71,155.3,30
SESS000865,2025-04-25,App_5,Health & Fitness,Android,Free,Europe,64.27,108.6,93
SESS000866,2024-09-28,App_15,Productivity,iOS,Premium,North America,46.63,90.87,87
SESS000867,2024-12-12,App_10,Social Media,Android,Premium,Africa,81.29,167.3,48
SESS000868,2025-02-11,App_10,Health & Fitness,Android,Premium,North America,18.9,250.05,44
SESS000869,2024-03-23,App_2,Productivity,iOS,Premium,North America,41.12,360.11,70
SESS000870,2024-12-02,App_11,Health & Fitness,Android,Free,South America,112.17,360.12,88
SESS000871,2025-01-24,App_3,Health & Fitness,Android,Free,Africa,71.23,229.21,24
SESS000872,2024-11-20,App_6,Entertainment,Android,Free,North America,24.52,195.68,38
SESS000873,2025-05-14,App_2,Entertainment,Android,Premium,North America,97.73,377.05,25
SESS000874,2024-02-06,App_4,Social Media,iOS,Free,Europe,87.59,460.45,94
SESS000875,2024-03-11,App_5,Productivity,iOS,Premium,Asia,55.14,240.35,3
SESS000876,2024-08-28,App_2,Gaming,iOS,Free,Asia,6.78,298.57,86
SESS000877,2024-10-21,App_3,Productivity,Android,Free,Europe,34.52,397.6,11
SESS000878,2024-08-20,App_6,Health & Fitness,Android,Premium,North America,15.46,333.68,61
SESS000879,2024-04-02,App_12,Social Media,iOS,Free,North America,59.26,468.94,49
SESS000880,2025-03-20,App_3,Social Media,Android,Premium,South America,44.69,39.3,40
SESS000881,2024-04-10,App_9,Gaming,Android,Free,Asia,106.81,54.08,53
SESS000882,2024-04-12,App_7,Health & Fitness,Android,Free,Europe,82.68,0.64,36
SESS000883,2025-03-30,App_7,Health & Fitness,Android,Premium,South America,31.03,16.08,38
SESS000884,2024-06-19,App_10,Social Media,iOS,Free,North America,41.16,25.49,66
SESS000885,2024-11-02,App_3,Social Media,iOS,Free,South America,36.24,6.1,74
SESS000886,2024-01-30,App_10,Gaming,Android,Premium,North America,98.48,137.48,68
SESS000887,2024-02-17,App_7,Gaming,Android,Premium,South America,65.59,0.5,65
SESS000888,2024-11-28,App_7,Entertainment,iOS,Premium,North America,22.27,222.81,3
SESS000889,2024-02-27,App_3,Social Media,Android,Premium,South America,43.47,364.51,99
SESS000890,2024-10-27,App_8,Gaming,Android,Free,North America,3.08,480.62,29
SESS000891,2025-01-02,App_11,Health & Fitness,iOS,Premium,Europe,39.63,49.07,94
SESS000892,2025-01-18,App_9,Entertainment,iOS,Premium,South America,76.68,184.34,14
SESS000893,2025-03-17,App_12,Social Media,iOS,Premium,South America,71.9,323.06,48
SESS000894,2024-05-29,App_15,Gaming,Android,Premium,Asia,43.51,485.48,31
SESS000895,2024-09-07,App_11,Social Media,iOS,Premium,South America,5.36,371.05,72
SESS000896,2025-02-25,App_15,Entertainment,Android,Premium,Europe,88.9,186.72,90
SESS000897,2024-07-03,App_3,Productivity,Android,Premium,Europe,30.59,140.35,65
SESS000898,2024-06-23,App_9,Social Media,iOS,Free,Asia,11.0,326.99,67
SESS000899,2024-06-28,App_3,Social Media,Android,Free,North America,12.25,149.09,23
SESS000900,2024-03-21,App_8,Social Media,Android,Free,Europe,87.49,17.98,36
SESS000901,2025-01-26,App_5,Social Media,iOS,Free,Africa,76.32,60.48,43
SESS000902,2024-09-03,App_3,Gaming,Android,Premium,Africa,52.3,71.35,93
SESS000903,2025-05-24,App_3,Productivity,iOS,Free,North America,33.69,228.74,18
SESS000904,2024-05-26,App_6,Health & Fitness,iOS,Premium,North America,116.65,466.16,60
SESS000905,2024-08-25,App_14,Social Media,iOS,Free,Asia,82.99,491.65,79
SESS000906,2025-04-17,App_8,Health & Fitness,iOS,Premium,Asia,30.05,457.33,90
SESS000907,2024-09-17,App_10,Gaming,iOS,Premium,South America,99.24,60.6,8
SESS000908,2025-04-15,App_1,Productivity,iOS,Premium,Africa,100.36,318.54,87
SESS000909,2024-09-18,App_14,Entertainment,Android,Free,Africa,88.19,476.24,89
SESS000910,2024-01-10,App_6,Entertainment,Android,Premium,Africa,63.3,396.48,44
SESS000911,2025-04-21,App_1,Entertainment,iOS,Premium,North America,55.55,440.21,5
SESS000912,2024-10-21,App_8,Entertainment,Android,Free,Europe,10.11,466.06,38
SESS000913,2024-06-10,App_3,Entertainment,Android,Free,Africa,45.36,87.7,88
SESS000914,2024-03-16,App_4,Productivity,Android,Free,Asia,18.46,56.74,82
SESS000915,2025-03-28,App_14,Social Media,iOS,Premium,North America,117.24,362.54,8
SESS000916,2024-12-19,App_7,Entertainment,iOS,Premium,Europe,76.9,227.89,38
SESS000917,2024-11-02,App_9,Social Media,Android,Premium,Africa,105.96,443.28,31
SESS000918,2025-03-10,App_9,Health & Fitness,iOS,Free,North America,46.45,347.61,27
SESS000919,2024-09-13,App_11,Social Media,Android,Free,Africa,117.65,136.93,28
SESS000920,2025-04-12,App_8,Health & Fitness,iOS,Premium,North America,10.37,11.77,27
SESS000921,2024-11-05,App_7,Social Media,Android,Premium,Africa,111.37,281.83,98
SESS000922,2024-07-22,App_11,Health & Fitness,iOS,Premium,Africa,90.16,32.11,46
SESS000923,2025-01-28,App_8,Social Media,iOS,Premium,Europe,51.28,346.05,25
SESS000924,2025-05-09,App_7,Social Media,Android,Premium,Europe,3.66,108.13,68
SESS000925,2024-04-19,App_12,Productivity,iOS,Premium,Asia,114.09,199.07,33
SESS000926,2024-08-30,App_14,Health & Fitness,iOS,Premium,North America,31.57,189.02,76
SESS000927,2025-01-25,App_8,Social Media,iOS,Premium,Europe,78.69,19.06,41
SESS000928,2025-01-02,App_8,Productivity,iOS,Premium,North America,106.07,216.53,91
SESS000929,2024-10-29,App_3,Productivity,iOS,Premium,Asia,100.59,233.12,16
SESS000930,2024-10-29,App_2,Health & Fitness,Android,Premium,Europe,52.58,87.92,51
SESS000931,2024-01-23,App_10,Social Media,iOS,Premium,Europe,14.85,7.13,94
SESS000932,2025-02-09,App_1,Productivity,Android,Free,North America,23.81,448.76,29
SESS000933,2024-10-08,App_13,Entertainment,iOS,Free,Europe,32.06,328.48,19
SESS000934,2024-01-09,App_13,Entertainment,iOS,Premium,Asia,37.08,479.73,14
SESS000935,2024-02-20,App_4,Entertainment,iOS,Free,Asia,62.17,438.25,12
SESS000936,2025-05-23,App_5,Social Media,iOS,Premium,South America,102.65,355.1,13
SESS000937,2024-10-20,App_1,Entertainment,iOS,Free,Europe,30.01,359.58,92
SESS000938,2024-08-23,App_5,Gaming,iOS,Premium,North America,96.08,101.75,77
SESS000939,2024-12-26,App_4,Health & Fitness,Android,Free,Asia,45.53,134.01,59
SESS000940,2024-08-12,App_9,Gaming,iOS,Premium,Africa,57.28,335.79,68
SESS000941,2024-07-13,App_5,Gaming,Android,Free,Asia,91.53,481.61,60
SESS000942,2024-09-13,App_3,Entertainment,iOS,Premium,South America,53.0,94.44,93
SESS000943,2024-05-20,App_13,Health & Fitness,iOS,Free,South America,89.88,344.99,16
SESS000944,2024-04-09,App_8,Productivity,iOS,Free,South America,93.62,405.27,70
SESS000945,2024-02-10,App_10,Gaming,iOS,Free,Africa,33.95,497.92,7
SESS000946,2024-11-12,App_12,Productivity,Android,Free,South America,80.9,22.54,78
SESS000947,2025-03-27,App_13,Productivity,iOS,Premium,Europe,72.95,281.82,26
SESS000948,2024-02-04,App_13,Social Media,iOS,Free,Asia,109.26,428.57,31
SESS000949,2025-01-08,App_8,Health & Fitness,iOS,Free,Europe,81.71,279.69,76
SESS000950,2024-05-14,App_9,Health & Fitness,Android,Premium,Europe,33.45,351.62,12
SESS000951,2024-04-02,App_9,Gaming,Android,Free,Asia,49.45,396.09,81
SESS000952,2024-10-29,App_2,Social Media,Android,Premium,South America,3.23,357.93,87
SESS000953,2024-11-30,App_10,Social Media,Android,Premium,North America,50.3,371.39,26
SESS000954,2025-03-01,App_2,Social Media,iOS,Premium,Africa,16.44,143.62,64
SESS000955,2024-06-28,App_5,Health & Fitness,iOS,Premium,Africa,32.78,44.66,28
SESS000956,2024-07-24,App_13,Health & Fitness,Android,Free,Asia,72.29,183.96,18
SESS000957,2024-05-15,App_9,Entertainment,iOS,Free,Europe,117.13,410.45,52
SESS000958,2025-01-09,App_14,Health & Fitness,iOS,Premium,Europe,38.86,272.52,83
SESS000959,2025-05-28,App_6,Health & Fitness,iOS,Free,South America,27.34,186.95,42
SESS000960,2024-10-06,App_9,Social Media,Android,Premium,South America,3.15,450.96,29
